Partner Name,Pillar,Solution (Sales Play),Product,Tier 1 Profiles Count,Tier 2 Profiles Count,Total Tier 1 & 2 Profiles,Capacity Status (DRP vs Workloads)
InventCloud Tecnologia Ltda,Application Modernization,"Migrate, Modernize and Build",Google Kubernetes Engine,,,,⚪ No Active Demand
InventCloud Tecnologia Ltda,Artificial Intelligence,Agentic Workplace Transformation,Gemini Enterprise,,,,⚪ No Active Demand
InventCloud Tecnologia Ltda,Artificial Intelligence,Gemini Enterprise for Customer Experience,GECX - Agent Assist,,,,⚪ No Active Demand
InventCloud Tecnologia Ltda,Artificial Intelligence,Gemini Enterprise for Customer Experience,GECX - CCaaS,,,,⚪ No Active Demand
InventCloud Tecnologia Ltda,Artificial Intelligence,Gemini Enterprise for Customer Experience,GECX - CX Agent Studio,,,,⚪ No Active Demand
InventCloud Tecnologia Ltda,Artificial Intelligence,Gemini Enterprise for Customer Experience,GECX - CX Insights,,,,⚪ No Active Demand
InventCloud Tecnologia Ltda,Artificial Intelligence,Gemini Enterprise for Customer Experience,Gemini Enterprise Agent Platform,,,,⚪ No Active Demand
InventCloud Tecnologia Ltda,Artificial Intelligence,Leverage Generative Media in your Business,Gemini Enterprise Agent Platform,,,,⚪ No Active Demand
InventCloud Tecnologia Ltda,Artificial Intelligence,Scale AI Apps and Agents,AI Applications,,,,⚪ No Active Demand
InventCloud Tecnologia Ltda,Artificial Intelligence,Scale AI Apps and Agents,Gemini Enterprise Agent Platform,,,,⚪ No Active Demand
InventCloud Tecnologia Ltda,Artificial Intelligence,Your Business. Your Models.,Gemini Enterprise Agent Platform,,,,🔴 Gap (0 DRP / 1 wkls)
InventCloud Tecnologia Ltda,Data & Analytics,"Migrate, Modernize, and Build with Data Cloud",BigQuery,,,,⚪ No Active Demand
InventCloud Tecnologia Ltda,Data & Analytics,"Migrate, Modernize, and Build with Data Cloud",Dataflow,,,,⚪ No Active Demand
InventCloud Tecnologia Ltda,Data & Analytics,The AI Ready Data Cloud,BigQuery,,,,⚪ No Active Demand
InventCloud Tecnologia Ltda,Data & Analytics,The AI Ready Data Cloud,Dataflow,,,,⚪ No Active Demand
InventCloud Tecnologia Ltda,Data & Analytics,The AI Ready Data Cloud,Dataproc,,,,⚪ No Active Demand
InventCloud Tecnologia Ltda,Data & Analytics,The AI Ready Data Cloud,Looker,,,,⚪ No Active Demand
InventCloud Tecnologia Ltda,Databases,"Migrate, Modernize, and Build with Data Cloud",AlloyDB for PostgreSQL,,,,⚪ No Active Demand
InventCloud Tecnologia Ltda,Databases,"Migrate, Modernize, and Build with Data Cloud",Cloud SQL,,,,⚪ No Active Demand
InventCloud Tecnologia Ltda,Databases,"Migrate, Modernize, and Build with Data Cloud",Spanner,,,,⚪ No Active Demand
InventCloud Tecnologia Ltda,Databases,The AI Ready Data Cloud,AlloyDB for PostgreSQL,,,,⚪ No Active Demand
InventCloud Tecnologia Ltda,Databases,The AI Ready Data Cloud,Cloud SQL,,,,⚪ No Active Demand
InventCloud Tecnologia Ltda,Databases,The AI Ready Data Cloud,Spanner,,,,⚪ No Active Demand
InventCloud Tecnologia Ltda,Infrastructure Modernization,Enterprise Platform of Choice: Oracle,Oracle,,,,⚪ No Active Demand
InventCloud Tecnologia Ltda,Infrastructure Modernization,Enterprise Platform of Choice: SAP,SAP on Google Cloud,,,,⚪ No Active Demand
InventCloud Tecnologia Ltda,Infrastructure Modernization,Enterprise Platform of Choice: VMware,Google Cloud VMware Engine,,,,⚪ No Active Demand
InventCloud Tecnologia Ltda,Infrastructure Modernization,"Migrate, Modernize and Build",Google Cloud Networking,,,,⚪ No Active Demand
InventCloud Tecnologia Ltda,Infrastructure Modernization,"Migrate, Modernize and Build",Google Compute Engine,,,,⚪ No Active Demand
InventCloud Tecnologia Ltda,Infrastructure Modernization,Sovereignty,Google Distributed Cloud,,,,⚪ No Active Demand
InventCloud Tecnologia Ltda,Security,Agentic Defense with Google Security,Google Threat Intelligence,,,,⚪ No Active Demand
InventCloud Tecnologia Ltda,Security,Agentic Defense with Google Security,Security Command Center,,,,⚪ No Active Demand
InventCloud Tecnologia Ltda,Security,Agentic Defense with Google Security,Security Operations,,,,⚪ No Active Demand
InventCloud Tecnologia Ltda,Security,Secure Innovation with Google Cloud,Cloud Security,,,,⚪ No Active Demand
InventCloud Tecnologia Ltda,Workspace,Agentic Workplace Transformation,Workspace,,,,⚪ No Active Demand
Incubeta México,Application Modernization,"Migrate, Modernize and Build",Apigee API Management,,,,⚪ No Active Demand
Incubeta México,Application Modernization,"Migrate, Modernize and Build",Cloud Run,,,,⚪ No Active Demand
Incubeta México,Application Modernization,"Migrate, Modernize and Build",Google Kubernetes Engine,,,,⚪ No Active Demand
Incubeta México,Artificial Intelligence,Agentic Workplace Transformation,Gemini Enterprise,1,3,4,🟢 Ready (4 profiles)
Incubeta México,Artificial Intelligence,Gemini Enterprise for Customer Experience,GECX - Agent Assist,,,,⚪ No Active Demand
Incubeta México,Artificial Intelligence,Gemini Enterprise for Customer Experience,GECX - CCaaS,,,,⚪ No Active Demand
Incubeta México,Artificial Intelligence,Gemini Enterprise for Customer Experience,GECX - CX Agent Studio,,,,⚪ No Active Demand
Incubeta México,Artificial Intelligence,Gemini Enterprise for Customer Experience,GECX - CX Insights,,,,⚪ No Active Demand
Incubeta México,Artificial Intelligence,Gemini Enterprise for Customer Experience,Gemini Enterprise Agent Platform,4,3,7,🟢 Ready (7 profiles)
Incubeta México,Artificial Intelligence,Leverage Generative Media in your Business,Gemini Enterprise Agent Platform,4,3,7,🟢 Ready (7 profiles)
Incubeta México,Artificial Intelligence,Scale AI Apps and Agents,AI Applications,1,1,2,🟢 Ready (2 profiles)
Incubeta México,Artificial Intelligence,Scale AI Apps and Agents,Gemini Enterprise Agent Platform,4,3,7,🟢 Ready (7 profiles)
Incubeta México,Artificial Intelligence,Your Business. Your Models.,Gemini Enterprise Agent Platform,4,3,7,🟢 Ready (7 profiles)
Incubeta México,Data & Analytics,"Migrate, Modernize, and Build with Data Cloud",BigQuery,4,3,7,🟢 Ready (7 profiles)
Incubeta México,Data & Analytics,"Migrate, Modernize, and Build with Data Cloud",Dataflow,1,,1,🟢 Ready (1 profiles)
Incubeta México,Data & Analytics,The AI Ready Data Cloud,BigQuery,4,3,7,🟢 Ready (7 profiles)
Incubeta México,Data & Analytics,The AI Ready Data Cloud,Dataflow,1,,1,🟢 Ready (1 profiles)
Incubeta México,Data & Analytics,The AI Ready Data Cloud,Dataproc,,3,3,🟢 Ready (3 profiles)
Incubeta México,Data & Analytics,The AI Ready Data Cloud,Looker,1,1,2,🟢 Ready (2 profiles)
Incubeta México,Databases,"Migrate, Modernize, and Build with Data Cloud",AlloyDB for PostgreSQL,,,,⚪ No Active Demand
Incubeta México,Databases,"Migrate, Modernize, and Build with Data Cloud",Cloud SQL,,,,⚪ No Active Demand
Incubeta México,Databases,"Migrate, Modernize, and Build with Data Cloud",Spanner,,,,⚪ No Active Demand
Incubeta México,Databases,The AI Ready Data Cloud,AlloyDB for PostgreSQL,,,,⚪ No Active Demand
Incubeta México,Databases,The AI Ready Data Cloud,Cloud SQL,,,,⚪ No Active Demand
Incubeta México,Databases,The AI Ready Data Cloud,Spanner,,,,⚪ No Active Demand
Incubeta México,Infrastructure Modernization,Enterprise Platform of Choice: Oracle,Oracle,,,,⚪ No Active Demand
Incubeta México,Infrastructure Modernization,Enterprise Platform of Choice: SAP,SAP on Google Cloud,,,,⚪ No Active Demand
Incubeta México,Infrastructure Modernization,Enterprise Platform of Choice: VMware,Google Cloud VMware Engine,,,,⚪ No Active Demand
Incubeta México,Infrastructure Modernization,"Migrate, Modernize and Build",Google Cloud Networking,,,,⚪ No Active Demand
Incubeta México,Infrastructure Modernization,"Migrate, Modernize and Build",Google Compute Engine,,,,⚪ No Active Demand
Incubeta México,Infrastructure Modernization,Sovereignty,Google Distributed Cloud,,,,⚪ No Active Demand
Incubeta México,Security,Agentic Defense with Google Security,Google Threat Intelligence,,,,⚪ No Active Demand
Incubeta México,Security,Agentic Defense with Google Security,Security Command Center,,,,⚪ No Active Demand
Incubeta México,Security,Agentic Defense with Google Security,Security Operations,,,,⚪ No Active Demand
Incubeta México,Security,Secure Innovation with Google Cloud,Cloud Security,,,,⚪ No Active Demand
Incubeta México,Workspace,Agentic Workplace Transformation,Workspace,,,,⚪ No Active Demand
"Innovaworx Cloud, S de RL de CV",Application Modernization,"Migrate, Modernize and Build",Apigee API Management,,1,1,🟢 Ready (1 profiles)
"Innovaworx Cloud, S de RL de CV",Application Modernization,"Migrate, Modernize and Build",Cloud Run,4,,4,🟢 Ready (4 profiles)
"Innovaworx Cloud, S de RL de CV",Application Modernization,"Migrate, Modernize and Build",Google Kubernetes Engine,3,,3,🟢 Ready (3 profiles)
"Innovaworx Cloud, S de RL de CV",Artificial Intelligence,Agentic Workplace Transformation,Gemini Enterprise,4,,4,🟢 Ready (4 profiles)
"Innovaworx Cloud, S de RL de CV",Artificial Intelligence,Gemini Enterprise for Customer Experience,GECX - Agent Assist,,,,⚪ No Active Demand
"Innovaworx Cloud, S de RL de CV",Artificial Intelligence,Gemini Enterprise for Customer Experience,GECX - CCaaS,,,,⚪ No Active Demand
"Innovaworx Cloud, S de RL de CV",Artificial Intelligence,Gemini Enterprise for Customer Experience,GECX - CX Agent Studio,,,,⚪ No Active Demand
"Innovaworx Cloud, S de RL de CV",Artificial Intelligence,Gemini Enterprise for Customer Experience,GECX - CX Insights,,,,⚪ No Active Demand
"Innovaworx Cloud, S de RL de CV",Artificial Intelligence,Gemini Enterprise for Customer Experience,Gemini Enterprise Agent Platform,4,,4,🟢 Ready (4 profiles)
"Innovaworx Cloud, S de RL de CV",Artificial Intelligence,Leverage Generative Media in your Business,Gemini Enterprise Agent Platform,4,,4,🟢 Ready (4 profiles)
"Innovaworx Cloud, S de RL de CV",Artificial Intelligence,Scale AI Apps and Agents,AI Applications,4,,4,🟢 Ready (4 profiles)
"Innovaworx Cloud, S de RL de CV",Artificial Intelligence,Scale AI Apps and Agents,Gemini Enterprise Agent Platform,4,,4,🟢 Ready (4 DRP / 1 wkls)
"Innovaworx Cloud, S de RL de CV",Artificial Intelligence,Your Business. Your Models.,Gemini Enterprise Agent Platform,4,,4,🟢 Ready (4 DRP / 1 wkls)
"Innovaworx Cloud, S de RL de CV",Data & Analytics,"Migrate, Modernize, and Build with Data Cloud",BigQuery,3,2,5,🟢 Ready (5 profiles)
"Innovaworx Cloud, S de RL de CV",Data & Analytics,"Migrate, Modernize, and Build with Data Cloud",Dataflow,4,1,5,🟢 Ready (5 profiles)
"Innovaworx Cloud, S de RL de CV",Data & Analytics,The AI Ready Data Cloud,BigQuery,3,2,5,🟢 Ready (5 profiles)
"Innovaworx Cloud, S de RL de CV",Data & Analytics,The AI Ready Data Cloud,Dataflow,4,1,5,🟢 Ready (5 profiles)
"Innovaworx Cloud, S de RL de CV",Data & Analytics,The AI Ready Data Cloud,Dataproc,,,,⚪ No Active Demand
"Innovaworx Cloud, S de RL de CV",Data & Analytics,The AI Ready Data Cloud,Looker,3,2,5,🟢 Ready (5 profiles)
"Innovaworx Cloud, S de RL de CV",Databases,"Migrate, Modernize, and Build with Data Cloud",AlloyDB for PostgreSQL,3,1,4,🟢 Ready (4 profiles)
"Innovaworx Cloud, S de RL de CV",Databases,"Migrate, Modernize, and Build with Data Cloud",Cloud SQL,4,,4,🟢 Ready (4 profiles)
"Innovaworx Cloud, S de RL de CV",Databases,"Migrate, Modernize, and Build with Data Cloud",Spanner,,,,⚪ No Active Demand
"Innovaworx Cloud, S de RL de CV",Databases,The AI Ready Data Cloud,AlloyDB for PostgreSQL,3,1,4,🟢 Ready (4 profiles)
"Innovaworx Cloud, S de RL de CV",Databases,The AI Ready Data Cloud,Cloud SQL,4,,4,🟢 Ready (4 DRP / 2 wkls)
"Innovaworx Cloud, S de RL de CV",Databases,The AI Ready Data Cloud,Spanner,,,,⚪ No Active Demand
"Innovaworx Cloud, S de RL de CV",Infrastructure Modernization,Enterprise Platform of Choice: Oracle,Oracle,,,,⚪ No Active Demand
"Innovaworx Cloud, S de RL de CV",Infrastructure Modernization,Enterprise Platform of Choice: SAP,SAP on Google Cloud,,,,⚪ No Active Demand
"Innovaworx Cloud, S de RL de CV",Infrastructure Modernization,Enterprise Platform of Choice: VMware,Google Cloud VMware Engine,,,,⚪ No Active Demand
"Innovaworx Cloud, S de RL de CV",Infrastructure Modernization,"Migrate, Modernize and Build",Google Cloud Networking,4,2,6,🟢 Ready (6 profiles)
"Innovaworx Cloud, S de RL de CV",Infrastructure Modernization,"Migrate, Modernize and Build",Google Compute Engine,3,,3,🟢 Ready (3 profiles)
"Innovaworx Cloud, S de RL de CV",Infrastructure Modernization,Sovereignty,Google Distributed Cloud,,,,⚪ No Active Demand
"Innovaworx Cloud, S de RL de CV",Security,Agentic Defense with Google Security,Google Threat Intelligence,,,,⚪ No Active Demand
"Innovaworx Cloud, S de RL de CV",Security,Agentic Defense with Google Security,Security Command Center,,,,⚪ No Active Demand
"Innovaworx Cloud, S de RL de CV",Security,Agentic Defense with Google Security,Security Operations,,,,⚪ No Active Demand
"Innovaworx Cloud, S de RL de CV",Security,Secure Innovation with Google Cloud,Cloud Security,5,,5,🟢 Ready (5 profiles)
"Innovaworx Cloud, S de RL de CV",Workspace,Agentic Workplace Transformation,Workspace,,,,⚪ No Active Demand
POP Media Technology,Application Modernization,"Migrate, Modernize and Build",Apigee API Management,,,,⚪ No Active Demand
POP Media Technology,Application Modernization,"Migrate, Modernize and Build",Cloud Run,,,,⚪ No Active Demand
POP Media Technology,Application Modernization,"Migrate, Modernize and Build",Google Kubernetes Engine,,,,🔴 Gap (0 DRP / 2 wkls)
POP Media Technology,Artificial Intelligence,Agentic Workplace Transformation,Gemini Enterprise,,,,🔴 Gap (0 DRP / 2 wkls)
POP Media Technology,Artificial Intelligence,Gemini Enterprise for Customer Experience,GECX - Agent Assist,,,,⚪ No Active Demand
POP Media Technology,Artificial Intelligence,Gemini Enterprise for Customer Experience,GECX - CCaaS,,,,⚪ No Active Demand
POP Media Technology,Artificial Intelligence,Gemini Enterprise for Customer Experience,GECX - CX Agent Studio,,,,⚪ No Active Demand
POP Media Technology,Artificial Intelligence,Gemini Enterprise for Customer Experience,GECX - CX Insights,,,,⚪ No Active Demand
POP Media Technology,Artificial Intelligence,Gemini Enterprise for Customer Experience,Gemini Enterprise Agent Platform,,,,🔴 Gap (0 DRP / 2 wkls)
POP Media Technology,Artificial Intelligence,Leverage Generative Media in your Business,Gemini Enterprise Agent Platform,,,,⚪ No Active Demand
POP Media Technology,Artificial Intelligence,Scale AI Apps and Agents,AI Applications,,,,⚪ No Active Demand
POP Media Technology,Artificial Intelligence,Scale AI Apps and Agents,Gemini Enterprise Agent Platform,,,,🔴 Gap (0 DRP / 2 wkls)
POP Media Technology,Artificial Intelligence,Your Business. Your Models.,Gemini Enterprise Agent Platform,,,,⚪ No Active Demand
POP Media Technology,Data & Analytics,"Migrate, Modernize, and Build with Data Cloud",BigQuery,,,,⚪ No Active Demand
POP Media Technology,Data & Analytics,"Migrate, Modernize, and Build with Data Cloud",Dataflow,,,,⚪ No Active Demand
POP Media Technology,Data & Analytics,The AI Ready Data Cloud,BigQuery,,,,⚪ No Active Demand
POP Media Technology,Data & Analytics,The AI Ready Data Cloud,Dataflow,,,,⚪ No Active Demand
POP Media Technology,Data & Analytics,The AI Ready Data Cloud,Dataproc,,,,⚪ No Active Demand
POP Media Technology,Data & Analytics,The AI Ready Data Cloud,Looker,,,,⚪ No Active Demand
POP Media Technology,Databases,"Migrate, Modernize, and Build with Data Cloud",AlloyDB for PostgreSQL,,,,⚪ No Active Demand
POP Media Technology,Databases,"Migrate, Modernize, and Build with Data Cloud",Cloud SQL,,,,⚪ No Active Demand
POP Media Technology,Databases,"Migrate, Modernize, and Build with Data Cloud",Spanner,,,,⚪ No Active Demand
POP Media Technology,Databases,The AI Ready Data Cloud,AlloyDB for PostgreSQL,,,,⚪ No Active Demand
POP Media Technology,Databases,The AI Ready Data Cloud,Cloud SQL,,,,⚪ No Active Demand
POP Media Technology,Databases,The AI Ready Data Cloud,Spanner,,,,⚪ No Active Demand
POP Media Technology,Infrastructure Modernization,Enterprise Platform of Choice: Oracle,Oracle,,,,⚪ No Active Demand
POP Media Technology,Infrastructure Modernization,Enterprise Platform of Choice: SAP,SAP on Google Cloud,,,,⚪ No Active Demand
POP Media Technology,Infrastructure Modernization,Enterprise Platform of Choice: VMware,Google Cloud VMware Engine,,,,⚪ No Active Demand
POP Media Technology,Infrastructure Modernization,"Migrate, Modernize and Build",Google Cloud Networking,,,,⚪ No Active Demand
POP Media Technology,Infrastructure Modernization,"Migrate, Modernize and Build",Google Compute Engine,,,,⚪ No Active Demand
POP Media Technology,Infrastructure Modernization,Sovereignty,Google Distributed Cloud,,,,⚪ No Active Demand
POP Media Technology,Security,Agentic Defense with Google Security,Google Threat Intelligence,,,,⚪ No Active Demand
POP Media Technology,Security,Agentic Defense with Google Security,Security Command Center,,,,⚪ No Active Demand
POP Media Technology,Security,Agentic Defense with Google Security,Security Operations,,,,⚪ No Active Demand
POP Media Technology,Security,Secure Innovation with Google Cloud,Cloud Security,,,,⚪ No Active Demand
POP Media Technology,Workspace,Agentic Workplace Transformation,Workspace,,,,⚪ No Active Demand
Applaudo Studios SA de CV,Application Modernization,"Migrate, Modernize and Build",Apigee API Management,,,,⚪ No Active Demand
